Order ID,Product Name,Category,Price (INR),Quantity Sold,Order Date,Payment Method,Customer Rating,Region,Discount(%)
ORD00313,Laptop,Electronics,48177.16,3,3/5/2024,Net Banking,1.7,South,5
ORD00314,Mixer Grinder,Home & Kitchen,6119.31,5,3/7/2024,Net Banking,1.5,North,5
ORD00315,Shampoo,Beauty,6015.13,1,8/26/2024,Credit Card,1.9,West,5
ORD00316,T-Shirt,Clothing,41198.84,4,4/8/2024,Credit Card,3,North,10
ORD00317,Cookbook,Books,11527.7,3,11/30/2024,Net Banking,1.8,Central,5
ORD00318,Smartwatch,Electronics,27749.19,4,1/22/2025,Wallet,2.5,Central,10
ORD00319,Smartphone,Electronics,14014.82,1,11/23/2024,Credit Card,4.6,West,10
ORD00320,Smartphone,Electronics,23293.14,2,6/8/2024,UPI,4.1,South,5
ORD00321,Sneakers,Clothing,38592.49,5,10/13/2024,Wallet,3.2,North,5
ORD00322,Smartphone,Electronics,39898.86,1,6/3/2024,Wallet,1.8,North,10
ORD00323,Educational Book,Books,39842.5,2,10/10/2024,Debit Card,4.4,South,10
ORD00324,Fiction Novel,Books,30395.25,1,4/7/2024,COD,1.1,South,15
ORD00325,Face Cream,Beauty,36560.32,5,1/1/2025,Net Banking,2.5,East,5
ORD00326,Cookware Set,Home & Kitchen,44248.09,1,2/19/2024,Net Banking,3.1,South,5
ORD00327,Tablet,Electronics,18386.26,1,10/6/2024,Credit Card,1.4,South,15
ORD00328,Jacket,Clothing,33683.4,1,1/8/2025,Debit Card,3.8,South,25
ORD00329,Hair Dryer,Beauty,49561.57,3,4/3/2024,Net Banking,3.5,North,20
ORD00330,Face Cream,Beauty,18551.65,2,3/30/2024,Credit Card,2.6,Central,25
ORD00331,Headphones,Electronics,12249.35,5,1/29/2025,Wallet,2.9,North,15
ORD00332,Jeans,Clothing,35305.39,1,6/10/2024,UPI,2.2,West,10
ORD00333,Smartwatch,Electronics,16790.46,5,8/27/2024,Net Banking,4.3,South,20
ORD00334,Jacket,Clothing,26096.96,4,3/28/2024,Debit Card,3.5,North,5
ORD00335,Self-Help Book,Books,34361.96,5,3/22/2024,Net Banking,4.4,Central,5
ORD00336,Table Lamp,Home & Kitchen,46079.49,5,2/28/2024,Net Banking,3.7,West,5
ORD00337,Mixer Grinder,Home & Kitchen,47053.44,2,6/5/2024,COD,3,West,25
ORD00338,Tablet,Electronics,18905.94,3,8/14/2024,UPI,4.5,South,20
ORD00339,Hair Dryer,Beauty,30977.18,3,11/8/2024,UPI,3.3,West,10
ORD00340,Table Lamp,Home & Kitchen,41841.57,2,5/27/2024,COD,1.1,South,20
ORD00341,Laptop,Electronics,4277.15,4,8/12/2024,COD,2.1,West,20
ORD00342,Sofa Cover,Home & Kitchen,15648.85,2,2/3/2025,Credit Card,4.4,East,10
ORD00343,Headphones,Electronics,26992.72,3,2/15/2024,Wallet,1.1,South,20
ORD00344,Headphones,Electronics,49586.31,4,5/3/2024,UPI,4.3,Central,15
ORD00345,Tablet,Electronics,37181.04,1,3/21/2024,Wallet,1.2,North,20
ORD00346,Sneakers,Clothing,46090.65,4,1/25/2025,UPI,3.3,North,20
ORD00347,Educational Book,Books,48151.09,4,7/23/2024,UPI,2.9,Central,25
ORD00348,Smartwatch,Electronics,8197.47,2,9/28/2024,Wallet,3,North,25
ORD00349,Cookware Set,Home & Kitchen,40679.29,2,7/13/2024,Wallet,1.5,East,15
ORD00350,Perfume,Beauty,45012.71,3,10/15/2024,UPI,4.9,West,25
ORD00351,Perfume,Beauty,5127.02,3,2/7/2025,Debit Card,4.5,South,25
ORD00352,Laptop,Electronics,13954.48,3,1/12/2025,UPI,1.5,North,25
ORD00353,T-Shirt,Clothing,26166.89,4,9/6/2024,Credit Card,3.7,North,10
ORD00354,Hair Dryer,Beauty,45072.69,2,12/30/2024,Wallet,2.6,Central,5
ORD00355,T-Shirt,Clothing,33543.19,2,3/9/2024,UPI,3.7,South,10
ORD00356,Self-Help Book,Books,34116.23,3,3/20/2024,Wallet,1.4,North,10
ORD00357,Self-Help Book,Books,15466.4,5,7/29/2024,Wallet,2.9,East,25
ORD00358,Laptop,Electronics,19879.4,4,3/15/2024,Debit Card,3.2,Central,25
ORD00359,Sofa Cover,Home & Kitchen,11914.15,2,6/10/2024,Wallet,2.4,West,15
ORD00360,Dress,Clothing,7936.32,4,9/21/2024,Credit Card,1.5,East,5
ORD00361,Educational Book,Books,7633.85,2,9/1/2024,Net Banking,3.8,Central,10
ORD00362,Face Cream,Beauty,2470.82,4,5/26/2024,UPI,2,South,25
ORD00363,Sofa Cover,Home & Kitchen,908.47,3,9/27/2024,COD,4.6,North,15
ORD00364,Table Lamp,Home & Kitchen,14102.56,4,9/20/2024,COD,2.9,Central,5
ORD00365,Laptop,Electronics,23287.93,4,8/14/2024,Debit Card,2,South,5
ORD00366,Mixer Grinder,Home & Kitchen,41333.21,1,1/28/2025,Net Banking,4,East,20
ORD00367,Educational Book,Books,35304.99,1,8/6/2024,COD,2,East,15
ORD00368,Jeans,Clothing,22335.58,2,7/31/2024,Wallet,3.8,East,5
ORD00369,Cookware Set,Home & Kitchen,40486.08,5,11/26/2024,Wallet,3.6,South,20
ORD00370,Educational Book,Books,20353.4,1,7/7/2024,UPI,2.9,North,20
ORD00371,Laptop,Electronics,2258.27,3,10/24/2024,Wallet,4.8,South,15
ORD00372,Smartphone,Electronics,704.55,5,5/28/2024,Debit Card,4,West,25
ORD00373,Table Lamp,Home & Kitchen,38629,1,7/15/2024,Net Banking,4,North,25
ORD00374,Fiction Novel,Books,37303.26,4,1/7/2025,COD,2.9,Central,20
ORD00375,Smartphone,Electronics,11507.22,4,4/17/2024,Debit Card,1.4,North,15
ORD00376,Table Lamp,Home & Kitchen,48710.25,1,10/6/2024,Credit Card,1.7,West,10
ORD00377,Educational Book,Books,20075.81,1,6/12/2024,Debit Card,4.9,West,25
ORD00378,Comic Book,Books,8448.77,2,5/12/2024,UPI,3.8,West,5
ORD00379,Sneakers,Clothing,29310.76,4,7/3/2024,Wallet,4.4,North,15
ORD00380,Educational Book,Books,708.78,4,11/29/2024,COD,2,West,5
ORD00381,Jacket,Clothing,24062.33,4,1/19/2025,Debit Card,1.1,West,25
ORD00382,Sneakers,Clothing,27827.66,1,6/18/2024,COD,4.5,East,20
ORD00383,Smartwatch,Electronics,40862.87,2,5/22/2024,Debit Card,1.4,North,20
ORD00384,Sneakers,Clothing,11399.26,2,2/17/2024,Net Banking,1,East,15
ORD00385,Hair Dryer,Beauty,5463.13,1,6/30/2024,Debit Card,3.9,East,5
ORD00386,Comic Book,Books,8644.99,5,7/17/2024,Debit Card,4.3,East,20
ORD00387,Headphones,Electronics,27481.15,2,10/27/2024,COD,3.2,South,5
ORD00388,Self-Help Book,Books,47819.23,4,6/3/2024,Wallet,1.1,East,15
ORD00389,Lipstick,Beauty,7145.81,4,3/9/2024,Wallet,1.9,East,10
ORD00390,Headphones,Electronics,29847.4,3,6/4/2024,Debit Card,2.9,East,10
ORD00391,Lipstick,Beauty,11186.35,2,10/28/2024,COD,1.1,North,5
ORD00392,Educational Book,Books,36535.74,3,7/2/2024,UPI,1.2,South,5
ORD00393,Sneakers,Clothing,12046.9,3,1/5/2025,COD,3.2,East,5
ORD00394,Hair Dryer,Beauty,7043.51,4,3/12/2024,UPI,2.3,North,5
ORD00395,Sneakers,Clothing,34369.57,4,7/31/2024,Net Banking,1.6,Central,5
ORD00396,Sneakers,Clothing,4827.49,3,3/10/2024,Debit Card,4.2,Central,20
ORD00397,Lipstick,Beauty,14851.66,2,1/8/2025,Debit Card,1.9,Central,25
ORD00398,Jacket,Clothing,40248.27,3,4/19/2024,Wallet,3.9,North,10
ORD00399,Jeans,Clothing,37135.36,2,12/23/2024,Net Banking,3,West,25
ORD00400,Shampoo,Beauty,25794.78,5,8/13/2024,Debit Card,1,Central,25
ORD00401,Shampoo,Beauty,47564.29,3,5/23/2024,Net Banking,3.5,West,25
ORD00402,Mixer Grinder,Home & Kitchen,5500.92,3,7/27/2024,Debit Card,2.3,South,5
ORD00403,Comic Book,Books,904.29,2,5/1/2024,Debit Card,3.5,East,15
ORD00404,Smartwatch,Electronics,25035.46,2,4/15/2024,Debit Card,4.5,West,25
ORD00405,Sneakers,Clothing,30156.36,5,1/6/2025,UPI,4.4,West,5
ORD00406,Jacket,Clothing,42189.9,1,1/12/2025,Credit Card,3.4,North,25
ORD00407,Jeans,Clothing,41122.81,2,12/10/2024,Net Banking,4.8,East,20
ORD00408,T-Shirt,Clothing,21705.78,1,10/5/2024,COD,1.1,South,25
ORD00409,Headphones,Electronics,28391.65,3,12/11/2024,Debit Card,2.5,East,20
ORD00410,Mixer Grinder,Home & Kitchen,40031.86,2,12/16/2024,COD,1.9,South,15
ORD00411,Mixer Grinder,Home & Kitchen,41248.02,4,1/12/2025,Credit Card,2.6,South,5
ORD00412,Shampoo,Beauty,35325.38,2,5/18/2024,UPI,4.1,West,10
ORD00413,Mixer Grinder,Home & Kitchen,45866.22,1,12/9/2024,COD,3.9,Central,10
ORD00414,Dress,Clothing,42975.36,4,8/18/2024,COD,3.3,East,10
ORD00415,Tablet,Electronics,7532.86,5,2/7/2025,UPI,1.5,South,15
ORD00416,Face Cream,Beauty,39931.75,4,4/19/2024,Credit Card,2.4,Central,15
ORD00417,Headphones,Electronics,20760.44,4,3/10/2024,COD,2.4,West,25
ORD00418,T-Shirt,Clothing,29466.3,5,7/23/2024,Net Banking,1.3,North,15
ORD00419,Face Cream,Beauty,756.85,3,11/4/2024,UPI,4.8,North,5
ORD00420,Smartwatch,Electronics,43711.45,4,6/27/2024,Wallet,4.5,North,20
ORD00421,Comic Book,Books,1134.78,2,6/9/2024,Debit Card,3.9,East,15
ORD00422,Sofa Cover,Home & Kitchen,6859,3,10/5/2024,Net Banking,1.6,South,5
ORD00423,Self-Help Book,Books,28818.74,3,6/27/2024,Debit Card,1.4,East,15
ORD00424,Laptop,Electronics,25233.95,4,10/25/2024,COD,4.1,Central,25
ORD00425,Educational Book,Books,28577.34,1,8/20/2024,UPI,2.7,Central,25
ORD00426,Bedsheet,Home & Kitchen,7322.87,3,2/22/2024,COD,5,South,20
ORD00427,Fiction Novel,Books,25144.48,4,5/5/2024,Net Banking,1.3,South,15
ORD00428,Mixer Grinder,Home & Kitchen,16289.17,5,11/14/2024,Net Banking,2.6,South,15
ORD00429,Comic Book,Books,24973.13,3,12/8/2024,Debit Card,3.2,Central,20
ORD00430,Cookware Set,Home & Kitchen,5804.38,2,5/16/2024,COD,2.2,North,15
ORD00431,Jeans,Clothing,43502.85,1,3/13/2024,Net Banking,4.2,South,15
ORD00432,Smartphone,Electronics,46770.01,5,4/10/2024,Net Banking,2.9,South,15
ORD00433,Laptop,Electronics,38160.98,2,3/31/2024,Debit Card,4,South,20
ORD00434,Headphones,Electronics,14797.27,2,1/25/2025,UPI,3.4,West,25
ORD00435,Shampoo,Beauty,16951.57,5,3/28/2024,Wallet,2,North,20
ORD00436,Smartphone,Electronics,20087.65,2,10/27/2024,Wallet,2.7,West,15
ORD00437,Face Cream,Beauty,45544.54,4,4/23/2024,COD,3,North,20
ORD00438,Shampoo,Beauty,4986.9,1,12/23/2024,COD,4.4,East,5
ORD00439,Bedsheet,Home & Kitchen,37890.56,1,6/30/2024,COD,2.4,West,20
ORD00440,Tablet,Electronics,26947.54,2,6/5/2024,Net Banking,4.1,South,25
ORD00441,Headphones,Electronics,16929.74,3,3/17/2024,Wallet,1.5,South,20
ORD00442,Smartphone,Electronics,30310.92,3,4/20/2024,UPI,3.5,South,10
ORD00443,Educational Book,Books,33643.5,5,6/16/2024,UPI,4.2,South,5
ORD00444,Cookbook,Books,27847.81,3,9/16/2024,Net Banking,4.3,West,15
ORD00445,Educational Book,Books,19055.03,3,8/25/2024,Credit Card,4.3,South,10
ORD00446,Self-Help Book,Books,24012.7,1,11/26/2024,Credit Card,4.8,North,20
ORD00447,Sneakers,Clothing,8182.19,2,8/4/2024,COD,4.2,Central,25
ORD00448,Hair Dryer,Beauty,35810.63,4,4/6/2024,UPI,1.2,Central,25
ORD00449,T-Shirt,Clothing,23433.86,1,8/17/2024,COD,3.8,South,25
ORD00450,Tablet,Electronics,42946.11,4,8/31/2024,UPI,3.2,North,5
ORD00451,Sneakers,Clothing,3995.44,4,5/26/2024,Debit Card,4,Central,10
ORD00452,Face Cream,Beauty,38728.75,1,10/5/2024,Wallet,4,North,15
ORD00453,Jacket,Clothing,46205.47,3,9/7/2024,Credit Card,2.7,West,5
ORD00454,Jeans,Clothing,7631.48,3,7/18/2024,Debit Card,3,East,5
ORD00455,Comic Book,Books,4581.73,4,5/24/2024,Credit Card,3.4,Central,5
ORD00456,Tablet,Electronics,9761.64,3,8/27/2024,Wallet,2.5,Central,20
ORD00457,Hair Dryer,Beauty,1582.84,3,9/10/2024,Debit Card,2.9,West,15
ORD00458,Laptop,Electronics,8902.26,5,1/8/2025,Debit Card,2.4,North,5
ORD00459,Sofa Cover,Home & Kitchen,1549.63,1,11/27/2024,COD,3,East,10
ORD00460,Educational Book,Books,23520.5,5,4/26/2024,Debit Card,1.2,North,25
ORD00461,Face Cream,Beauty,18729.61,1,4/3/2024,COD,1,South,10
ORD00462,Self-Help Book,Books,18085.73,3,7/12/2024,Net Banking,4.1,Central,20
ORD00463,Lipstick,Beauty,29844.59,3,6/28/2024,Credit Card,3.9,Central,25
ORD00464,Tablet,Electronics,12964.52,2,11/23/2024,Wallet,2.7,West,15
ORD00465,Tablet,Electronics,43431.64,5,6/20/2024,Credit Card,4.4,East,20
ORD00466,Smartwatch,Electronics,31005.06,4,7/22/2024,Net Banking,4,East,15
ORD00467,Face Cream,Beauty,16010.24,3,11/21/2024,Net Banking,1.6,West,10
ORD00468,Headphones,Electronics,18451.91,5,9/12/2024,UPI,4.9,North,5
ORD00469,Smartwatch,Electronics,31793.09,4,2/19/2024,COD,4.8,East,10
ORD00470,T-Shirt,Clothing,36666.62,4,9/28/2024,Net Banking,2.1,South,20
ORD00471,Smartphone,Electronics,38681.26,1,7/17/2024,COD,2,Central,20
ORD00472,Cookware Set,Home & Kitchen,29493.06,3,7/24/2024,Credit Card,4.2,North,25
ORD00473,Bedsheet,Home & Kitchen,30009.2,2,6/13/2024,Debit Card,3,South,20
ORD00474,T-Shirt,Clothing,23089.32,2,9/29/2024,Net Banking,3.1,West,15
ORD00475,Sofa Cover,Home & Kitchen,32460.13,4,4/28/2024,Credit Card,3.7,East,5
ORD00476,Smartwatch,Electronics,29509.14,3,12/15/2024,Net Banking,4.1,South,10
ORD00477,Educational Book,Books,5528.69,3,9/11/2024,Debit Card,4.2,East,15
ORD00478,Fiction Novel,Books,11864.67,5,9/13/2024,Net Banking,2.8,East,10
ORD00479,Sofa Cover,Home & Kitchen,14273.74,2,12/19/2024,Net Banking,3.8,Central,15
ORD00480,Educational Book,Books,26806.06,3,7/19/2024,Wallet,4.3,West,5
ORD00481,Jacket,Clothing,18757.07,4,11/16/2024,UPI,4.2,Central,10
ORD00482,Self-Help Book,Books,19661.09,4,6/1/2024,Net Banking,2.5,West,15
ORD00483,Self-Help Book,Books,27434.25,1,3/2/2024,COD,3.8,North,10
ORD00484,Educational Book,Books,6322.42,4,8/30/2024,UPI,4,Central,10
ORD00485,Comic Book,Books,4316.82,2,5/2/2024,Credit Card,3.6,North,10
ORD00486,Dress,Clothing,45426.39,4,10/31/2024,Net Banking,2.8,North,10
ORD00487,Laptop,Electronics,14971.45,3,6/2/2024,UPI,4.5,North,5
ORD00488,Bedsheet,Home & Kitchen,12245.12,2,8/27/2024,COD,4.5,North,25
ORD00489,Cookbook,Books,48405.89,4,3/31/2024,Wallet,4.9,South,25
ORD00490,Hair Dryer,Beauty,12757.67,5,11/19/2024,UPI,3.3,North,20
ORD00491,Dress,Clothing,33071.09,2,10/5/2024,COD,3.5,Central,5
ORD00492,Hair Dryer,Beauty,4869.56,1,4/4/2024,UPI,1.9,North,10
ORD00493,T-Shirt,Clothing,45127.31,4,1/15/2025,COD,4.2,Central,10
ORD00494,Bedsheet,Home & Kitchen,8867.72,1,10/1/2024,Net Banking,4.3,West,15
ORD00495,Cookware Set,Home & Kitchen,31749.94,1,5/25/2024,COD,3.1,South,5
ORD00496,Shampoo,Beauty,40944.77,2,11/3/2024,Credit Card,2.9,Central,20
ORD00497,Table Lamp,Home & Kitchen,20859.61,4,4/24/2024,Wallet,4.9,North,20
ORD00498,Educational Book,Books,6884.74,5,8/12/2024,Net Banking,1.4,West,10
ORD00499,Jeans,Clothing,40238.5,3,7/21/2024,Wallet,3.9,South,5
ORD00500,Smartphone,Electronics,10422.28,5,6/26/2024,Net Banking,3.5,North,5
ORD00501,Self-Help Book,Books,13862.56,1,12/31/2024,Wallet,1.6,West,10
ORD00502,Face Cream,Beauty,35911.22,4,9/12/2024,Credit Card,4.1,East,15
ORD00503,Jacket,Clothing,16523.69,3,8/17/2024,Credit Card,2.8,Central,10
ORD00504,Lipstick,Beauty,6566.03,5,4/20/2024,COD,2.6,South,25
ORD00505,Bedsheet,Home & Kitchen,18799.05,3,2/1/2025,UPI,4.3,South,20
ORD00506,Headphones,Electronics,8436.71,5,4/13/2024,Wallet,4.9,West,20
ORD00507,Cookware Set,Home & Kitchen,19380.5,4,6/23/2024,UPI,3.3,East,15
ORD00508,Lipstick,Beauty,20228.05,3,2/1/2025,UPI,1.2,West,15
ORD00509,Laptop,Electronics,28606.86,5,8/16/2024,UPI,4.8,Central,15
ORD00510,Fiction Novel,Books,16803.76,4,5/26/2024,Wallet,4,North,5
ORD00511,Face Cream,Beauty,18093.34,5,1/21/2025,Credit Card,4.2,Central,25
ORD00512,Tablet,Electronics,31737.13,5,4/12/2024,Net Banking,4,East,20
ORD00513,Lipstick,Beauty,49861.17,3,9/24/2024,UPI,2.5,East,20
ORD00514,Educational Book,Books,21233.35,1,9/2/2024,COD,1.7,South,10
ORD00515,Sofa Cover,Home & Kitchen,776.91,5,7/16/2024,COD,4.2,South,25
ORD00516,Lipstick,Beauty,25542.71,1,12/14/2024,UPI,2.2,North,25
ORD00517,Sneakers,Clothing,10818.28,5,7/22/2024,UPI,1.6,East,10
ORD00518,Tablet,Electronics,45801.19,5,10/24/2024,Credit Card,2.4,North,5
ORD00519,Face Cream,Beauty,6963.56,2,12/6/2024,Debit Card,3.3,South,10
ORD00520,Smartphone,Electronics,37082.11,1,6/12/2024,UPI,4.4,South,20
ORD00521,Cookbook,Books,6842.69,1,6/4/2024,UPI,3.6,East,10
ORD00522,Perfume,Beauty,7283.96,1,4/8/2024,COD,2,Central,15
ORD00523,Cookware Set,Home & Kitchen,218.58,5,4/20/2024,Wallet,4.8,Central,15
ORD00524,Laptop,Electronics,38689.7,3,9/28/2024,Debit Card,1.9,West,5
ORD00525,Table Lamp,Home & Kitchen,8863.97,2,9/26/2024,UPI,4.5,South,20
ORD00526,Sneakers,Clothing,12472.17,5,4/23/2024,UPI,1.9,West,25
ORD00527,Jeans,Clothing,8734.44,1,10/26/2024,Debit Card,2.5,North,15
ORD00528,Perfume,Beauty,32422.04,5,2/18/2024,Net Banking,1.9,Central,15
ORD00529,Laptop,Electronics,45532.34,5,4/28/2024,Credit Card,3.6,North,15
ORD00530,Face Cream,Beauty,22534.8,4,8/30/2024,COD,1.4,South,15
ORD00531,Self-Help Book,Books,26058.55,1,10/28/2024,UPI,2,East,5
ORD00532,Bedsheet,Home & Kitchen,13348.84,2,7/27/2024,COD,4.2,East,10
ORD00533,Table Lamp,Home & Kitchen,46792.3,1,6/16/2024,Credit Card,4.9,Central,5
ORD00534,Sofa Cover,Home & Kitchen,15764.25,4,5/12/2024,COD,4,East,15
ORD00535,Smartwatch,Electronics,45019,5,1/7/2025,COD,4.7,Central,5
ORD00536,Dress,Clothing,42794.4,4,6/25/2024,COD,4.6,Central,5
ORD00537,Educational Book,Books,492.53,1,4/15/2024,Credit Card,4.4,West,15
ORD00538,Sofa Cover,Home & Kitchen,30721.51,4,7/28/2024,Wallet,3.4,North,25
ORD00539,Cookware Set,Home & Kitchen,17162.64,3,7/12/2024,COD,4.7,South,25
ORD00540,Cookbook,Books,45888.54,3,4/8/2024,Credit Card,2,North,5
ORD00541,Table Lamp,Home & Kitchen,49052.43,3,12/2/2024,Debit Card,4.5,North,20
ORD00542,Sofa Cover,Home & Kitchen,2435.97,1,3/30/2024,Credit Card,2.3,North,5
ORD00543,Table Lamp,Home & Kitchen,48128.02,4,5/13/2024,Wallet,3.2,West,15
ORD00544,Perfume,Beauty,47111.56,5,4/30/2024,UPI,2.9,Central,20
ORD00545,Educational Book,Books,8091.3,5,8/14/2024,Credit Card,2,West,25
ORD00546,Bedsheet,Home & Kitchen,43217.1,5,12/18/2024,Debit Card,2.6,South,5
ORD00547,Jacket,Clothing,35592.76,2,5/6/2024,Debit Card,4.6,East,5
ORD00548,Hair Dryer,Beauty,9534.89,5,7/14/2024,Net Banking,4.2,West,5
ORD00549,Shampoo,Beauty,46990.87,4,4/2/2024,COD,1.7,East,10
ORD00550,Table Lamp,Home & Kitchen,31137.03,5,12/29/2024,Credit Card,2.6,South,25
ORD00551,Laptop,Electronics,35821.16,4,2/7/2025,Debit Card,2.1,North,15
ORD00552,Shampoo,Beauty,28156.95,5,5/6/2024,UPI,2.7,North,20
ORD00553,Lipstick,Beauty,9335.19,2,11/28/2024,COD,3.9,South,10
ORD00554,T-Shirt,Clothing,25114.77,2,8/7/2024,COD,3.6,South,10
ORD00555,Lipstick,Beauty,19961.03,3,11/28/2024,Credit Card,2.9,North,5
ORD00556,Laptop,Electronics,38488.04,2,8/4/2024,UPI,1.1,Central,25
ORD00557,Perfume,Beauty,20202.56,5,5/17/2024,Credit Card,3.6,West,20
ORD00558,Headphones,Electronics,39008.37,3,9/21/2024,Net Banking,2.2,North,25
ORD00559,Perfume,Beauty,9946.27,1,12/19/2024,Credit Card,1.1,East,15
ORD00560,T-Shirt,Clothing,7994.76,5,9/23/2024,Debit Card,1.5,Central,20
ORD00561,Cookware Set,Home & Kitchen,6341.62,3,12/6/2024,Credit Card,4.4,North,25
ORD00562,Jeans,Clothing,37503.57,4,4/3/2024,COD,1.8,West,25
ORD00563,Fiction Novel,Books,36760.35,1,8/27/2024,Credit Card,1.5,West,5
ORD00564,Jacket,Clothing,38023.86,5,7/22/2024,Credit Card,2.1,North,5
ORD00565,Dress,Clothing,17983.34,1,2/20/2024,COD,1.5,East,15
ORD00566,Bedsheet,Home & Kitchen,25457.34,5,5/11/2024,UPI,4.3,East,25
ORD00567,Self-Help Book,Books,26220.67,4,4/30/2024,Net Banking,3.3,East,20
ORD00568,Educational Book,Books,48670.07,1,2/1/2025,UPI,4.2,West,20
ORD00569,Smartphone,Electronics,12197.36,5,1/10/2025,Debit Card,3.5,North,20
ORD00570,Tablet,Electronics,14488.22,4,12/25/2024,Net Banking,2.7,South,5
ORD00571,Table Lamp,Home & Kitchen,33547.94,2,1/15/2025,Net Banking,1.1,East,10
ORD00572,Sneakers,Clothing,4800.26,5,3/23/2024,UPI,2.2,South,25
ORD00573,Cookware Set,Home & Kitchen,36429.57,4,4/8/2024,Credit Card,4.6,North,25
ORD00574,Tablet,Electronics,29775.43,4,2/17/2024,Debit Card,4.6,Central,10
ORD00575,Perfume,Beauty,10736.32,3,7/15/2024,UPI,3.7,West,5
ORD00576,Self-Help Book,Books,8005.02,5,5/10/2024,UPI,2.5,South,20
ORD00577,Perfume,Beauty,32078.48,3,3/27/2024,Credit Card,4.5,South,5
ORD00578,Smartwatch,Electronics,31277.18,1,9/10/2024,Debit Card,3,Central,20
ORD00579,Headphones,Electronics,31094.13,1,11/3/2024,UPI,2.7,West,25
ORD00580,Comic Book,Books,15881.67,4,1/19/2025,Wallet,4.3,West,25
ORD00581,Jacket,Clothing,16129.77,4,6/19/2024,Debit Card,1,North,20
ORD00582,Hair Dryer,Beauty,39478.69,5,11/24/2024,Credit Card,2.7,North,20
ORD00583,Comic Book,Books,29635.8,3,1/16/2025,Credit Card,1.2,Central,10
ORD00584,Smartwatch,Electronics,7892.27,2,5/2/2024,Net Banking,1.1,Central,10
ORD00585,Tablet,Electronics,45112.24,3,11/13/2024,Wallet,4.7,South,20
ORD00586,Jeans,Clothing,26527.78,4,2/15/2024,Net Banking,3.7,Central,5
ORD00587,Cookware Set,Home & Kitchen,37170.4,5,5/8/2024,Debit Card,3.7,East,10
ORD00588,Jeans,Clothing,47535.79,5,2/15/2024,Debit Card,1.8,South,10
ORD00589,Bedsheet,Home & Kitchen,30252.89,4,12/16/2024,Wallet,4.1,North,10
ORD00590,Sneakers,Clothing,3126.9,3,10/30/2024,COD,1.9,North,15
ORD00591,Self-Help Book,Books,40295.47,3,4/29/2024,UPI,2.8,Central,10
ORD00592,Perfume,Beauty,462,4,6/18/2024,COD,3.4,Central,5
ORD00593,Lipstick,Beauty,22475.54,3,3/15/2024,UPI,1.6,North,20
ORD00594,Headphones,Electronics,19218.55,2,9/20/2024,Wallet,4.5,West,25
ORD00595,Smartwatch,Electronics,31162.39,5,4/16/2024,Credit Card,3.4,South,10
ORD00596,Hair Dryer,Beauty,16017.54,1,6/15/2024,UPI,3.5,North,5
ORD00597,Cookware Set,Home & Kitchen,19008.81,4,7/5/2024,COD,4.2,North,5
ORD00598,Headphones,Electronics,22353.43,3,12/2/2024,Debit Card,1.3,West,25
ORD00599,Mixer Grinder,Home & Kitchen,30122.28,5,1/30/2025,UPI,4.8,West,5
ORD00600,Tablet,Electronics,7289.72,5,5/29/2024,Wallet,1.9,Central,5
ORD00601,Smartwatch,Electronics,32122.43,4,2/22/2024,COD,2.8,West,25
ORD00602,Sneakers,Clothing,43852.34,3,4/24/2024,Net Banking,4.2,South,10
ORD00603,Bedsheet,Home & Kitchen,23005.86,1,7/18/2024,Credit Card,4.8,South,5
ORD00604,Sneakers,Clothing,48580.6,1,10/9/2024,UPI,3,East,25
ORD00605,Face Cream,Beauty,10320.87,5,2/5/2025,Wallet,2.8,Central,10
ORD00606,Cookware Set,Home & Kitchen,43149.24,1,7/6/2024,UPI,1.9,North,25
ORD00607,Self-Help Book,Books,567.81,4,1/17/2025,Wallet,4.5,South,15
ORD00608,Comic Book,Books,6705.43,5,9/1/2024,Wallet,4.5,South,5
ORD00609,T-Shirt,Clothing,29974.35,5,1/1/2025,Wallet,3.1,East,20
ORD00610,Tablet,Electronics,5739.3,4,7/15/2024,Credit Card,4.6,West,15
ORD00611,Jeans,Clothing,21417.72,4,7/20/2024,Debit Card,4.5,Central,25
ORD00612,Table Lamp,Home & Kitchen,25404.68,4,1/11/2025,Credit Card,4.6,Central,25
ORD00613,Mixer Grinder,Home & Kitchen,27582.01,2,2/13/2024,Debit Card,1.5,East,10
ORD00614,Bedsheet,Home & Kitchen,23584.89,3,7/7/2024,Wallet,4.1,Central,5
ORD00615,Educational Book,Books,24444.89,3,8/29/2024,Wallet,1.2,South,10
ORD00616,Dress,Clothing,8080.22,2,3/7/2024,Debit Card,3.6,Central,15
ORD00617,Lipstick,Beauty,27860.8,2,7/14/2024,Credit Card,2.6,West,5
ORD00618,Fiction Novel,Books,30468.47,3,6/27/2024,Credit Card,1.7,North,15
ORD00619,Lipstick,Beauty,7718.78,1,12/28/2024,Debit Card,1.1,West,15
ORD00620,Face Cream,Beauty,34866.42,1,12/18/2024,COD,3.6,North,15
ORD00621,Sneakers,Clothing,5369.5,1,10/9/2024,COD,3.2,North,15
ORD00622,Perfume,Beauty,18338.76,5,2/15/2024,Wallet,4,West,10
ORD00623,Headphones,Electronics,48287.49,4,11/28/2024,UPI,1.1,Central,5
ORD00624,T-Shirt,Clothing,18161.01,4,7/13/2024,Credit Card,2.3,East,15
ORD00625,Jeans,Clothing,21064.01,3,7/14/2024,Net Banking,1.9,West,10
